Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Birmingham/Montgomery,Weekly,"2019-05-26 00:00:00",Conventional,1.185283870,304739.07,190501.04,7755.76,1502.55,55007.32,0.00,0.00,0.00,49972.39
Birmingham/Montgomery,Weekly,"2019-06-02 00:00:00",Conventional,1.196107275,286021.18,170158.33,7456.80,1546.37,52623.51,0.00,0.00,0.00,54236.18
Birmingham/Montgomery,Weekly,"2019-06-09 00:00:00",Conventional,1.255067513,281461.57,169247.94,7980.59,1212.44,53591.74,0.00,0.00,0.00,49428.86
Birmingham/Montgomery,Weekly,"2019-06-16 00:00:00",Conventional,1.303208709,259637.95,159900.13,6825.96,1284.26,49104.04,0.00,0.00,0.00,42523.57
Birmingham/Montgomery,Weekly,"2019-06-23 00:00:00",Conventional,1.360382817,267113.32,166621.28,7739.54,1335.29,52896.47,0.00,0.00,0.00,38520.75
Birmingham/Montgomery,Weekly,"2019-06-30 00:00:00",Conventional,1.357183448,259763.74,156654.89,8042.89,1557.10,53264.77,0.00,0.00,0.00,40244.09
Birmingham/Montgomery,Weekly,"2019-07-07 00:00:00",Conventional,1.429071950,261339.27,158713.17,9166.37,1189.18,51568.54,0.00,0.00,0.00,40701.99
Birmingham/Montgomery,Weekly,"2019-07-14 00:00:00",Conventional,1.454447865,239025.53,135045.26,8223.75,1148.82,53414.30,0.00,0.00,0.00,41193.39
Birmingham/Montgomery,Weekly,"2019-07-21 00:00:00",Conventional,1.477756320,227474.99,127189.85,7189.36,1310.71,51879.90,0.00,0.00,0.00,39905.16
Birmingham/Montgomery,Weekly,"2019-07-28 00:00:00",Conventional,1.353310761,235163.96,138498.62,7562.50,1268.19,49650.71,0.00,0.00,0.00,38183.95
Birmingham/Montgomery,Weekly,"2019-08-04 00:00:00",Conventional,1.288046893,255117.35,149754.87,7783.92,1152.90,52866.62,0.00,0.00,0.00,43559.04
Birmingham/Montgomery,Weekly,"2019-08-11 00:00:00",Conventional,1.218213720,250304.15,134312.18,8388.28,1267.25,60607.05,0.00,0.00,0.00,45729.40
Birmingham/Montgomery,Weekly,"2019-08-18 00:00:00",Conventional,1.178302140,255885.67,141431.69,7218.65,1250.26,57857.20,0.00,0.00,0.00,48127.87
Birmingham/Montgomery,Weekly,"2019-08-25 00:00:00",Conventional,1.170349883,274816.46,146840.01,7501.24,1466.64,57264.30,0.00,0.00,0.00,61744.28
Birmingham/Montgomery,Weekly,"2019-09-01 00:00:00",Conventional,1.108424905,275127.63,153880.41,7379.40,1272.63,67239.91,0.00,0.00,0.00,45355.28
Birmingham/Montgomery,Weekly,"2019-09-08 00:00:00",Conventional,1.109321219,257721.09,147333.44,7840.41,1317.33,55375.38,0.00,0.00,0.00,45854.53
Birmingham/Montgomery,Weekly,"2019-09-15 00:00:00",Conventional,1.149043993,267324.95,151614.62,6723.11,1283.01,48360.87,0.00,0.00,0.00,59343.34
Birmingham/Montgomery,Weekly,"2019-09-22 00:00:00",Conventional,1.107631803,277711.02,133714.46,23260.83,1312.86,61168.44,0.00,0.00,0.00,58254.43
Birmingham/Montgomery,Weekly,"2019-09-29 00:00:00",Conventional,1.095487976,282003.85,131009.93,35990.39,1166.13,54862.09,0.00,0.00,0.00,58975.30
Birmingham/Montgomery,Weekly,"2019-10-06 00:00:00",Conventional,0.988650967,293096.78,124734.76,39292.54,1404.07,61173.41,0.00,0.00,0.00,66492.00
Birmingham/Montgomery,Weekly,"2019-10-13 00:00:00",Conventional,1.055294437,267788.83,125583.61,18824.89,1116.09,59119.89,0.00,0.00,0.00,63144.35
Birmingham/Montgomery,Weekly,"2019-10-20 00:00:00",Conventional,0.989591771,259718.57,123633.32,11009.55,1235.42,55450.77,0.00,0.00,0.00,68389.50
Birmingham/Montgomery,Weekly,"2019-10-27 00:00:00",Conventional,0.970553181,261019.94,122593.10,10480.83,1118.20,57329.07,0.00,0.00,0.00,69498.74
Birmingham/Montgomery,Weekly,"2019-11-03 00:00:00",Conventional,0.944518843,246384.69,121680.53,9136.57,1016.18,51864.37,0.00,0.00,0.00,62687.04
Birmingham/Montgomery,Weekly,"2019-11-10 00:00:00",Conventional,0.937668795,252022.58,126483.05,8377.23,1146.36,57936.02,0.00,0.00,0.00,58079.92
Birmingham/Montgomery,Weekly,"2019-11-17 00:00:00",Conventional,0.941169518,232261.62,120070.40,6432.54,1217.16,51539.80,0.00,0.00,0.00,53001.72
Birmingham/Montgomery,Weekly,"2019-11-24 00:00:00",Conventional,0.937468870,217704.11,111997.15,6103.53,977.13,53554.02,0.00,0.00,0.00,45072.28
Birmingham/Montgomery,Weekly,"2019-12-01 00:00:00",Conventional,0.891645823,212744.64,108623.00,5984.95,717.71,52052.84,0.00,0.00,0.00,45366.14
Birmingham/Montgomery,Weekly,"2019-12-08 00:00:00",Conventional,0.866072972,242986.54,135641.94,7377.26,1276.11,53666.16,0.00,0.00,0.00,45025.07
Birmingham/Montgomery,Weekly,"2019-12-15 00:00:00",Conventional,0.893518450,223264.37,128823.58,5643.48,1077.66,41866.41,0.00,0.00,0.00,45853.25
Birmingham/Montgomery,Weekly,"2019-12-22 00:00:00",Conventional,0.884819232,225013.81,133199.51,5465.06,882.31,40411.92,0.00,0.00,0.00,45055.01
Birmingham/Montgomery,Weekly,"2019-12-29 00:00:00",Conventional,0.874889041,240388.47,134338.57,7287.99,660.92,40047.49,0.00,0.00,0.00,58053.51
Boise,Weekly,"2019-01-07 00:00:00",Conventional,1.274709620,104341.52,44972.90,6478.45,13196.94,14230.88,0.00,0.00,0.00,25462.35
Boise,Weekly,"2019-01-13 00:00:00",Conventional,1.053331157,121936.73,64302.83,6341.27,8789.19,11763.59,0.00,0.00,0.00,30739.84
Boise,Weekly,"2019-01-20 00:00:00",Conventional,1.226724058,107544.00,49694.72,5427.73,12363.80,14078.45,0.00,0.00,0.00,25979.29
Boise,Weekly,"2019-01-27 00:00:00",Conventional,1.260923573,104262.49,47493.46,5778.50,11656.02,13766.94,0.00,0.00,0.00,25567.57
Boise,Weekly,"2019-02-03 00:00:00",Conventional,1.103754687,137537.35,52660.57,12597.03,15403.83,13850.77,0.00,0.00,0.00,43025.14
Boise,Weekly,"2019-02-10 00:00:00",Conventional,1.093301658,113561.70,47383.49,10411.64,8420.54,13192.34,0.00,0.00,0.00,34153.69
Boise,Weekly,"2019-02-17 00:00:00",Conventional,1.119228676,97601.51,52809.04,5271.02,6329.81,12924.26,0.00,0.00,0.00,20267.38
Boise,Weekly,"2019-02-24 00:00:00",Conventional,1.199606584,100997.54,43777.02,8326.21,9954.09,13591.28,0.00,0.00,0.00,25348.93
Boise,Weekly,"2019-03-03 00:00:00",Conventional,1.215038712,94489.53,40585.20,8192.83,10306.92,12440.36,0.00,0.00,0.00,22964.21
Boise,Weekly,"2019-03-10 00:00:00",Conventional,1.213780985,109490.65,53693.48,6234.71,9652.16,12605.16,0.00,0.00,0.00,27305.13
Boise,Weekly,"2019-03-17 00:00:00",Conventional,1.143037331,112043.97,43443.09,10217.19,9563.06,12336.70,0.00,0.00,0.00,36483.93
Boise,Weekly,"2019-03-24 00:00:00",Conventional,1.172713718,104792.23,40649.75,8911.72,10312.74,13118.84,0.00,0.00,0.00,31799.18
Boise,Weekly,"2019-03-31 00:00:00",Conventional,1.255835966,96643.70,43858.93,4643.44,10946.07,15911.81,0.00,0.00,0.00,21283.44
Boise,Weekly,"2019-04-07 00:00:00",Conventional,1.213457066,121324.47,50742.68,8904.27,10908.69,14610.68,0.00,0.00,0.00,36158.14
Boise,Weekly,"2019-04-14 00:00:00",Conventional,1.348870334,108624.03,49049.87,5970.67,8985.06,14877.51,0.00,0.00,0.00,29740.91
Boise,Weekly,"2019-04-21 00:00:00",Conventional,1.686235315,88757.49,41526.94,3695.50,10176.81,15428.81,0.00,0.00,0.00,17929.44
Boise,Weekly,"2019-04-28 00:00:00",Conventional,1.759372977,84019.38,42882.54,3383.13,11523.31,10596.48,0.00,0.00,0.00,15633.92
Boise,Weekly,"2019-05-05 00:00:00",Conventional,1.372655438,133861.55,79200.94,6282.21,10291.16,8828.52,0.00,0.00,0.00,29258.73
Boise,Weekly,"2019-05-12 00:00:00",Conventional,1.607080275,99154.19,45100.47,5257.05,11568.51,11435.28,0.00,0.00,0.00,25792.88
Boise,Weekly,"2019-05-19 00:00:00",Conventional,1.561508674,91788.35,40873.11,2947.13,9509.98,18229.87,0.00,0.00,0.00,20228.25
Boise,Weekly,"2019-05-26 00:00:00",Conventional,1.534997424,102352.71,44452.33,6356.81,9258.13,14684.76,0.00,0.00,0.00,27600.68
Boise,Weekly,"2019-06-02 00:00:00",Conventional,1.347145495,115196.15,38192.32,10908.33,8514.91,13594.77,0.00,0.00,0.00,43985.82
Boise,Weekly,"2019-06-09 00:00:00",Conventional,1.427592779,95202.17,35273.76,9470.26,7990.23,12018.89,0.00,0.00,0.00,30449.03
Boise,Weekly,"2019-06-16 00:00:00",Conventional,1.726506014,85184.46,34221.83,6415.84,10009.78,9446.33,0.00,0.00,0.00,25090.67
Boise,Weekly,"2019-06-23 00:00:00",Conventional,1.896781563,81052.94,32513.70,6313.55,7488.79,10567.11,0.00,0.00,0.00,24169.79
Boise,Weekly,"2019-06-30 00:00:00",Conventional,1.843068344,80756.07,30627.84,6592.04,8853.86,9922.28,0.00,0.00,0.00,24760.05
Boise,Weekly,"2019-07-07 00:00:00",Conventional,1.537147017,104894.79,47044.44,7821.28,6728.08,10496.97,0.00,0.00,0.00,32804.01
Boise,Weekly,"2019-07-14 00:00:00",Conventional,1.894841201,81694.10,32716.65,5837.61,5778.91,12178.03,0.00,0.00,0.00,25182.89
Boise,Weekly,"2019-07-21 00:00:00",Conventional,1.923637096,78709.63,32490.62,4143.02,7059.29,11928.71,0.00,0.00,0.00,23087.98
Boise,Weekly,"2019-07-28 00:00:00",Conventional,1.916785563,79927.76,34002.05,3345.19,6727.92,12480.00,0.00,0.00,0.00,23372.59
Boise,Weekly,"2019-08-04 00:00:00",Conventional,1.791573922,85857.99,35965.15,3382.21,5727.00,12587.15,0.00,0.00,0.00,28196.48
Boise,Weekly,"2019-08-11 00:00:00",Conventional,1.723638016,81712.79,32058.75,4113.80,3526.45,13830.84,0.00,0.00,0.00,28182.95
Boise,Weekly,"2019-08-18 00:00:00",Conventional,1.677723815,88984.05,33790.05,5561.55,3295.78,14852.66,0.00,0.00,0.00,31484.02
Boise,Weekly,"2019-08-25 00:00:00",Conventional,1.688053175,84277.18,32490.80,5030.19,2135.13,11818.15,0.00,0.00,0.00,32802.91
Boise,Weekly,"2019-09-01 00:00:00",Conventional,1.606493047,89454.64,32521.30,4151.49,2656.37,14315.43,0.00,0.00,0.00,35810.04
Boise,Weekly,"2019-09-08 00:00:00",Conventional,1.551089473,90033.00,35897.01,3896.80,1421.43,13081.97,0.00,0.00,0.00,35735.81
Boise,Weekly,"2019-09-15 00:00:00",Conventional,1.568721243,86459.46,29325.34,5145.72,2841.49,13957.78,0.00,0.00,0.00,35189.13
Boise,Weekly,"2019-09-22 00:00:00",Conventional,1.479082699,84363.69,28827.42,6128.27,4891.49,13133.28,0.00,0.00,0.00,31383.22
Boise,Weekly,"2019-09-29 00:00:00",Conventional,1.503229652,83194.44,34219.04,6045.74,1478.55,12658.37,0.00,0.00,0.00,28792.74
Boise,Weekly,"2019-10-06 00:00:00",Conventional,1.395429350,81283.90,25780.13,5096.09,1038.26,17137.25,0.00,0.00,0.00,32232.17
Boise,Weekly,"2019-10-13 00:00:00",Conventional,1.405398544,80175.95,23932.50,4969.54,875.06,12892.24,0.00,0.00,0.00,37506.62
Boise,Weekly,"2019-10-20 00:00:00",Conventional,1.335929321,84314.85,23646.35,6990.19,958.59,11959.40,0.00,0.00,0.00,40760.32
Boise,Weekly,"2019-10-27 00:00:00",Conventional,1.309464880,84015.07,23512.83,6567.70,2223.63,10888.77,0.00,0.00,0.00,40822.14
Boise,Weekly,"2019-11-03 00:00:00",Conventional,1.151605067,93408.17,24332.72,5204.39,1423.47,12397.18,0.00,0.00,0.00,50050.42
Boise,Weekly,"2019-11-10 00:00:00",Conventional,1.362390764,79940.35,25495.96,5411.71,1027.19,12457.66,0.00,0.00,0.00,35547.83
Boise,Weekly,"2019-11-17 00:00:00",Conventional,1.287465648,84293.57,24218.00,6040.94,1234.12,12155.99,0.00,0.00,0.00,40644.51
Boise,Weekly,"2019-11-24 00:00:00",Conventional,1.256200574,80696.40,24282.71,6621.07,2559.60,11698.82,0.00,0.00,0.00,35534.20
Boise,Weekly,"2019-12-01 00:00:00",Conventional,1.202902283,71964.76,22768.17,4577.48,3463.63,13879.48,0.00,0.00,0.00,27276.00
Boise,Weekly,"2019-12-08 00:00:00",Conventional,0.991199730,103058.22,31347.02,6043.74,1765.95,12591.94,0.00,0.00,0.00,51309.57
Boise,Weekly,"2019-12-15 00:00:00",Conventional,1.074220837,89158.61,33386.61,5438.03,1063.93,12409.09,0.00,0.00,0.00,36860.95
Boise,Weekly,"2019-12-22 00:00:00",Conventional,1.211885472,90155.19,32952.97,4784.65,1095.58,13097.09,0.00,0.00,0.00,38224.91
Boise,Weekly,"2019-12-29 00:00:00",Conventional,1.008945610,102466.55,28330.46,7412.33,1402.37,10967.55,0.00,0.00,0.00,54353.84
Boston,Weekly,"2019-01-07 00:00:00",Conventional,1.370980712,634408.33,10336.78,511655.52,2289.42,107147.21,0.00,0.00,0.00,2979.40
Boston,Weekly,"2019-01-13 00:00:00",Conventional,1.414619716,572577.02,9187.37,446436.89,1858.28,111790.59,0.00,0.00,0.00,3303.90
Boston,Weekly,"2019-01-20 00:00:00",Conventional,1.312005952,718571.92,10248.10,565948.51,1869.07,136273.96,0.00,0.00,0.00,4232.28
Boston,Weekly,"2019-01-27 00:00:00",Conventional,1.361805840,580106.18,8761.25,446411.89,1772.28,119156.92,0.00,0.00,0.00,4003.84
Boston,Weekly,"2019-02-03 00:00:00",Conventional,1.128243706,777666.67,11704.87,619276.49,4284.81,137807.31,0.00,0.00,0.00,4593.18
Boston,Weekly,"2019-02-10 00:00:00",Conventional,1.048609101,816747.42,11350.19,700330.79,2608.65,98595.24,0.00,0.00,0.00,3862.55
Boston,Weekly,"2019-02-17 00:00:00",Conventional,1.241248623,569235.01,8919.90,456966.32,2172.36,97477.55,0.00,0.00,0.00,3698.86
Boston,Weekly,"2019-02-24 00:00:00",Conventional,1.274969699,596202.82,9675.31,475058.71,2163.19,104051.07,0.00,0.00,0.00,5254.54
Boston,Weekly,"2019-03-03 00:00:00",Conventional,1.310510504,634954.42,9795.58,512142.88,2484.73,105047.77,0.00,0.00,0.00,5483.46
Boston,Weekly,"2019-03-10 00:00:00",Conventional,1.265001427,680758.97,9855.75,551272.13,2762.23,112775.57,0.00,0.00,0.00,4093.28
Boston,Weekly,"2019-03-17 00:00:00",Conventional,1.334296951,610454.46,10064.05,476458.61,2320.08,117802.68,0.00,0.00,0.00,3809.05
Boston,Weekly,"2019-03-24 00:00:00",Conventional,1.321693508,695610.41,11694.89,552836.75,2401.03,125052.04,0.00,0.00,0.00,3625.70
Boston,Weekly,"2019-03-31 00:00:00",Conventional,1.413580020,599299.42,8764.11,459056.57,2277.56,125076.38,0.00,0.00,0.00,4124.79
Boston,Weekly,"2019-04-07 00:00:00",Conventional,1.259847250,757684.76,10017.32,618942.60,2764.35,121363.21,0.00,0.00,0.00,4597.29
Boston,Weekly,"2019-04-14 00:00:00",Conventional,1.117579031,872286.68,12166.38,746093.80,2451.05,107916.46,0.00,0.00,0.00,3659.00
Boston,Weekly,"2019-04-21 00:00:00",Conventional,1.707916081,416959.77,7830.71,297912.53,3092.28,104952.28,0.00,0.00,0.00,3171.96
Boston,Weekly,"2019-04-28 00:00:00",Conventional,1.758380043,420425.14,8915.33,324239.56,2910.06,80758.70,0.00,0.00,0.00,3601.49
Boston,Weekly,"2019-05-05 00:00:00",Conventional,1.589929101,655302.86,11920.45,541175.25,3662.43,95456.57,0.00,0.00,0.00,3088.16
Boston,Weekly,"2019-05-12 00:00:00",Conventional,1.606308367,680289.77,11695.11,551537.66,3449.50,110724.77,0.00,0.00,0.00,2882.74
Boston,Weekly,"2019-05-19 00:00:00",Conventional,1.651900193,576310.57,8920.79,453256.67,2797.57,108951.27,0.00,0.00,0.00,2384.27
Boston,Weekly,"2019-05-26 00:00:00",Conventional,1.658020158,583512.77,10269.12,454848.46,2551.20,112664.10,0.00,0.00,0.00,3179.89
Boston,Weekly,"2019-06-02 00:00:00",Conventional,1.679270249,569481.94,8959.24,451158.03,2833.79,103536.65,0.00,0.00,0.00,2994.23
Boston,Weekly,"2019-06-09 00:00:00",Conventional,1.556516891,632370.23,8941.90,500077.36,2546.47,117207.99,0.00,0.00,0.00,3596.50
Boston,Weekly,"2019-06-16 00:00:00",Conventional,1.567031760,586894.62,8179.11,467481.28,2284.98,103645.72,0.00,0.00,0.00,5303.53
Boston,Weekly,"2019-06-23 00:00:00",Conventional,1.650396178,573616.98,10249.85,456043.06,2539.62,96419.12,0.00,0.00,0.00,8365.31
Boston,Weekly,"2019-06-30 00:00:00",Conventional,1.571222653,564285.09,8058.52,438269.37,2562.88,102724.98,0.00,0.00,0.00,12669.33
Boston,Weekly,"2019-07-07 00:00:00",Conventional,1.621511207,555248.25,8202.10,440842.30,2201.47,96138.81,0.00,0.00,0.00,7863.56
Boston,Weekly,"2019-07-14 00:00:00",Conventional,1.599852484,507525.72,6772.58,393535.50,2455.38,95347.28,0.00,0.00,0.00,9414.98
Boston,Weekly,"2019-07-21 00:00:00",Conventional,1.705870982,473014.13,7001.56,375474.58,2229.82,80806.73,0.00,0.00,0.00,7501.45
Boston,Weekly,"2019-07-28 00:00:00",Conventional,1.719472198,477408.06,7204.52,375157.95,1914.18,85737.33,0.00,0.00,0.00,7394.08
Boston,Weekly,"2019-08-04 00:00:00",Conventional,1.643805204,509271.80,7591.09,395146.82,1866.00,95264.14,0.00,0.00,0.00,9403.75
Boston,Weekly,"2019-08-11 00:00:00",Conventional,1.631888839,503901.11,6384.25,353042.28,1850.98,136234.89,0.00,0.00,0.00,6388.71
Boston,Weekly,"2019-08-18 00:00:00",Conventional,1.543100788,535429.08,12790.49,379339.59,1923.62,136059.44,0.00,0.00,0.00,5315.94
Boston,Weekly,"2019-08-25 00:00:00",Conventional,1.564850807,498008.99,11642.74,371736.32,1762.72,106553.77,0.00,0.00,0.00,6313.43
Boston,Weekly,"2019-09-01 00:00:00",Conventional,1.602307475,470995.56,9851.78,353306.90,1665.78,97231.35,0.00,0.00,0.00,8939.75
Boston,Weekly,"2019-09-08 00:00:00",Conventional,1.597082279,559827.90,9963.68,434313.30,1844.53,106641.46,0.00,0.00,0.00,7064.93
Boston,Weekly,"2019-09-15 00:00:00",Conventional,1.598706169,553111.39,9381.07,437678.75,1347.21,93926.26,0.00,0.00,0.00,10778.10
Boston,Weekly,"2019-09-22 00:00:00",Conventional,1.447719202,577003.57,7348.26,462184.53,1226.24,91697.93,0.00,0.00,0.00,14546.61
Boston,Weekly,"2019-09-29 00:00:00",Conventional,1.550803832,514793.46,8430.39,398234.97,1047.23,90904.39,0.00,0.00,0.00,16176.49
Boston,Weekly,"2019-10-06 00:00:00",Conventional,1.545907541,491662.78,8715.30,375882.06,1100.87,93265.35,0.00,0.00,0.00,12699.21
Boston,Weekly,"2019-10-13 00:00:00",Conventional,1.562163684,445708.28,9018.75,315979.27,953.22,94026.22,0.00,0.00,0.00,25730.83
Boston,Weekly,"2019-10-20 00:00:00",Conventional,1.383064973,567876.79,9111.47,380515.25,1059.16,112710.66,0.00,0.00,0.00,64480.25
Boston,Weekly,"2019-10-27 00:00:00",Conventional,1.465409931,487574.85,8289.60,329498.55,962.23,113240.86,0.00,0.00,0.00,35583.62
Boston,Weekly,"2019-11-03 00:00:00",Conventional,1.463488612,464504.03,8367.80,309538.54,1061.12,123841.67,0.00,0.00,0.00,21694.91
Boston,Weekly,"2019-11-10 00:00:00",Conventional,1.293243714,560748.05,10199.91,402535.54,1093.41,106126.21,0.00,0.00,0.00,40792.98
Boston,Weekly,"2019-11-17 00:00:00",Conventional,1.360655332,577046.57,10589.52,431147.27,1409.05,91487.99,0.00,0.00,0.00,42412.74
Boston,Weekly,"2019-11-24 00:00:00",Conventional,1.461756997,448897.31,9305.26,314601.52,1145.97,94017.73,0.00,0.00,0.00,29826.84
Boston,Weekly,"2019-12-01 00:00:00",Conventional,1.425393879,417312.67,9930.92,288668.55,870.84,81393.70,0.00,0.00,0.00,36448.66
Boston,Weekly,"2019-12-08 00:00:00",Conventional,1.404631881,466731.64,11786.86,308128.42,1012.35,86749.64,0.00,0.00,0.00,59054.38
Boston,Weekly,"2019-12-15 00:00:00",Conventional,1.269072788,538974.82,12422.97,355551.34,1120.82,83698.23,0.00,0.00,0.00,86181.45
Boston,Weekly,"2019-12-22 00:00:00",Conventional,1.464262913,451562.67,10659.32,298421.49,1133.60,86305.08,0.00,0.00,0.00,55043.18
Boston,Weekly,"2019-12-29 00:00:00",Conventional,1.374989670,424179.78,8880.05,292368.43,959.36,82888.00,0.00,0.00,0.00,39083.94
Buffalo/Rochester,Weekly,"2019-01-07 00:00:00",Conventional,1.255337264,172755.54,9176.46,83878.09,266.25,77035.17,0.00,0.00,0.00,2399.57
Buffalo/Rochester,Weekly,"2019-01-13 00:00:00",Conventional,1.253856893,157727.16,6898.24,72713.51,255.50,76024.29,0.00,0.00,0.00,1835.61
Buffalo/Rochester,Weekly,"2019-01-20 00:00:00",Conventional,1.197468470,207525.72,12007.56,90534.00,306.92,102023.31,0.00,0.00,0.00,2653.94
Buffalo/Rochester,Weekly,"2019-01-27 00:00:00",Conventional,1.195197332,154343.00,7239.59,60318.55,241.10,83542.55,0.00,0.00,0.00,3001.21
Buffalo/Rochester,Weekly,"2019-02-03 00:00:00",Conventional,1.206342981,201050.80,8559.58,90619.13,649.53,96515.65,0.00,0.00,0.00,4706.91
Buffalo/Rochester,Weekly,"2019-02-10 00:00:00",Conventional,1.199812947,161493.55,10342.25,70916.72,333.16,76878.03,0.00,0.00,0.00,3023.39
Buffalo/Rochester,Weekly,"2019-02-17 00:00:00",Conventional,1.211630083,156164.43,8219.50,72855.41,250.60,72579.94,0.00,0.00,0.00,2258.97
Buffalo/Rochester,Weekly,"2019-02-24 00:00:00",Conventional,1.215245526,162332.06,6537.70,70645.68,258.33,82291.68,0.00,0.00,0.00,2598.67
Buffalo/Rochester,Weekly,"2019-03-03 00:00:00",Conventional,1.221371426,156386.31,6180.65,70506.82,263.24,77194.90,0.00,0.00,0.00,2240.70
Buffalo/Rochester,Weekly,"2019-03-10 00:00:00",Conventional,1.185878358,182057.36,8329.79,81451.85,382.67,90990.05,0.00,0.00,0.00,903.00
Buffalo/Rochester,Weekly,"2019-03-17 00:00:00",Conventional,1.170155806,173690.40,7475.58,77571.77,189.82,87462.03,0.00,0.00,0.00,991.20
Buffalo/Rochester,Weekly,"2019-03-24 00:00:00",Conventional,1.137684971,198676.04,8820.82,102744.18,287.34,85439.80,0.00,0.00,0.00,1383.90
Buffalo/Rochester,Weekly,"2019-03-31 00:00:00",Conventional,1.147538481,177421.83,7861.98,75232.54,200.70,92829.87,0.00,0.00,0.00,1296.75
Buffalo/Rochester,Weekly,"2019-04-07 00:00:00",Conventional,1.159195259,188950.30,8407.91,81438.55,294.44,97778.30,0.00,0.00,0.00,1031.10
Buffalo/Rochester,Weekly,"2019-04-14 00:00:00",Conventional,1.378892851,173648.22,7452.59,78736.22,290.62,86345.58,0.00,0.00,0.00,823.20
Buffalo/Rochester,Weekly,"2019-04-21 00:00:00",Conventional,1.615708986,155326.17,7306.15,69822.67,317.17,77523.18,0.00,0.00,0.00,357.00
Buffalo/Rochester,Weekly,"2019-04-28 00:00:00",Conventional,1.634597559,133071.37,8524.30,70768.41,397.84,52767.62,0.00,0.00,0.00,613.20
Buffalo/Rochester,Weekly,"2019-05-05 00:00:00",Conventional,1.523746179,174300.44,10642.64,87923.34,493.29,74499.87,0.00,0.00,0.00,741.30
Buffalo/Rochester,Weekly,"2019-05-12 00:00:00",Conventional,1.374217874,182451.55,8719.66,86931.76,279.14,85712.49,0.00,0.00,0.00,808.50
Buffalo/Rochester,Weekly,"2019-05-19 00:00:00",Conventional,1.352435508,173460.10,8337.06,86371.95,272.30,77279.69,0.00,0.00,0.00,1199.10
